name,location,cuisine,cost_for_two,rating,restaurant_id,is_active,source_updated_at,ingested_at,budget_tier
Gam's Delicacy,JP Nagar,"North Indian, Chinese, Assamese",800.0,3.2,gen_22526,True,,2026-05-15T17:50:27,medium
Daniyal's,BTM,"North Indian, Biryani, Mughlai, Kebab",800.0,3.2,gen_29589,True,,2026-05-15T17:50:27,medium
Moriz Restaurant,Marathahalli,"Arabian, North Indian, Seafood, Chinese, Biryani",800.0,3.2,gen_41391,True,,2026-05-15T17:50:27,medium
Amantrana,Magadi Road,"North Indian, South Indian",800.0,3.2,gen_47085,True,,2026-05-15T17:50:27,medium
Beijing Bites,Jeevan Bhima Nagar,"Chinese, Thai",850.0,3.2,gen_44853,True,,2026-05-15T17:50:27,medium
Melange - Hotel Ekaa,Electronic City,"North Indian, Chinese, Continental, Mangalorean",900.0,3.2,gen_13380,True,,2026-05-15T17:50:27,medium
Hotel Ivy Dew Drops,Electronic City,"South Indian, North Indian, Chinese",900.0,3.2,gen_14040,True,,2026-05-15T17:50:27,medium
Cafe Coffee Day,New BEL Road,"Cafe, Fast Food",900.0,3.2,gen_39569,True,,2026-05-15T17:50:27,medium
Helloo Delhi,Sarjapur Road,North Indian,1000.0,3.2,gen_4440,True,,2026-05-15T17:50:27,medium
Height's Cafe - Hotel Bangalore International,Race Course Road,"Continental, South Indian",1000.0,3.2,gen_5366,True,,2026-05-15T17:50:27,medium
Goofy's,Indiranagar,Finger Food,1000.0,3.2,gen_19357,True,,2026-05-15T17:50:27,medium
Imperial Room,Majestic,"North Indian, Chinese",1000.0,3.2,gen_39248,True,,2026-05-15T17:50:27,medium
H3O,New BEL Road,"North Indian, Chinese",1000.0,3.2,gen_44510,True,,2026-05-15T17:50:27,medium
Chord Road Resto-Bar,Rajajinagar,"North Indian, South Indian, Chinese",1000.0,3.2,gen_46766,True,,2026-05-15T17:50:27,medium
H3O,Rajajinagar,"North Indian, Chinese",1000.0,3.2,gen_46784,True,,2026-05-15T17:50:27,medium
Great Moments - Hotel Bangalore International,Race Course Road,Finger Food,1100.0,3.2,gen_40365,True,,2026-05-15T17:50:27,medium
Hide Out - The Golden Tulip,Electronic City,Finger Food,1800.0,3.2,gen_13922,True,,2026-05-15T17:50:27,high
Coffee Bytes,Banashankari,"Fast Food, South Indian",100.0,3.1,gen_123,True,,2026-05-15T17:50:27,low
Kolkata Famous Kati Rolls,Bannerghatta Road,"Fast Food, Rolls",100.0,3.1,gen_1340,True,,2026-05-15T17:50:27,low
Delhi Sweets,JP Nagar,"Street Food, Mithai",100.0,3.1,gen_1928,True,,2026-05-15T17:50:27,low
Pooja Veg,Frazer Town,South Indian,100.0,3.1,gen_5794,True,,2026-05-15T17:50:27,low
Pani Puri,Marathahalli,Street Food,100.0,3.1,gen_8225,True,,2026-05-15T17:50:27,low
Chaiwala,Koramangala 1st Block,Fast Food,100.0,3.1,gen_8537,True,,2026-05-15T17:50:27,low
Smoothie Hub,BTM,"Beverages, Sandwich",100.0,3.1,gen_8949,True,,2026-05-15T17:50:27,low
Ice Cream Buggy,South Bangalore,Ice Cream,100.0,3.1,gen_16935,True,,2026-05-15T17:50:27,low
Atithi Point Ande Ka Funda,Banashankari,North Indian,150.0,3.1,gen_112,True,,2026-05-15T17:50:27,low
Fresh Lemon Soda,Bannerghatta Road,"Beverages, Street Food",150.0,3.1,gen_2016,True,,2026-05-15T17:50:27,low
Rampyari Chaiwala Netaji Bhajiawala,Sarjapur Road,"Street Food, South Indian",150.0,3.1,gen_4102,True,,2026-05-15T17:50:27,low
Roll junction,Bellandur,"Fast Food, Rolls",150.0,3.1,gen_4697,True,,2026-05-15T17:50:27,low
Uttar Karnataka Lunch Home,Bellandur,South Indian,150.0,3.1,gen_4770,True,,2026-05-15T17:50:27,low
South Inn,Frazer Town,South Indian,150.0,3.1,gen_5501,True,,2026-05-15T17:50:27,low
Home Treat,Brigade Road,North Indian,150.0,3.1,gen_5625,True,,2026-05-15T17:50:27,low
Samosa Express,BTM,Street Food,150.0,3.1,gen_9008,True,,2026-05-15T17:50:27,low
C K Bake & Juice,BTM,"Juices, Street Food",150.0,3.1,gen_10827,True,,2026-05-15T17:50:27,low
Mini Fast Food,Frazer Town,"Fast Food, Chinese",150.0,3.1,gen_15129,True,,2026-05-15T17:50:27,low
Bismillah Ambur Biryani,Indiranagar,Biryani,150.0,3.1,gen_18245,True,,2026-05-15T17:50:27,low
Arun Icecreams,Banaswadi,"Ice Cream, Desserts",150.0,3.1,gen_24662,True,,2026-05-15T17:50:27,low
Sardarji Ka Kitchen,New BEL Road,North Indian,150.0,3.1,gen_39589,True,,2026-05-15T17:50:27,low
Davanagere Benne Dosa Hotel,Kaggadasapura,South Indian,150.0,3.1,gen_40933,True,,2026-05-15T17:50:27,low
Ambur Dum Biriyani,Indiranagar,"Biryani, Kebab",150.0,3.1,gen_43783,True,,2026-05-15T17:50:27,low
Ganga Sagar,Rajajinagar,Street Food,150.0,3.1,gen_46863,True,,2026-05-15T17:50:27,low
Pizza Da Dhaba,Sarjapur Road,"North Indian, Pizza",150.0,3.1,gen_49816,True,,2026-05-15T17:50:27,low
Roll Junction,Whitefield,"Fast Food, Rolls",150.0,3.1,gen_51585,True,,2026-05-15T17:50:27,low
Sri Krishna Darshini,Basavanagudi,"South Indian, North Indian, Chinese",200.0,3.1,gen_341,True,,2026-05-15T17:50:27,low
New Quality Dum Biryani,Banashankari,Biryani,200.0,3.1,gen_733,True,,2026-05-15T17:50:27,low
Dazu Momoz,Bannerghatta Road,"Tibetan, Momos",200.0,3.1,gen_1344,True,,2026-05-15T17:50:27,low
Hot Rolls & House Of Kebabs,JP Nagar,"Rolls, Kebab, Biryani",200.0,3.1,gen_1507,True,,2026-05-15T17:50:27,low
Darjeeling Momo Adda,Bannerghatta Road,"Chinese, Tibetan, North Indian, Momos",200.0,3.1,gen_1682,True,,2026-05-15T17:50:27,low
Pet Full @ 99,Sarjapur Road,North Indian,200.0,3.1,gen_3817,True,,2026-05-15T17:50:27,low
Talk Ease,City Market,Cafe,200.0,3.1,gen_5112,True,,2026-05-15T17:50:27,low
Sangam Sweets,Seshadripuram,"Mithai, Street Food",200.0,3.1,gen_5282,True,,2026-05-15T17:50:27,low
Chinese Corner,Brigade Road,Chinese,200.0,3.1,gen_6034,True,,2026-05-15T17:50:27,low
Queens Food Corner,Cunningham Road,"Kerala, South Indian",200.0,3.1,gen_6582,True,,2026-05-15T17:50:27,low
Sri Fast Food,Brookefield,"Chinese, Biryani",200.0,3.1,gen_7865,True,,2026-05-15T17:50:27,low
Shree Durgamba Juice Centre,Koramangala 8th Block,Beverages,200.0,3.1,gen_8798,True,,2026-05-15T17:50:27,low
Gundappa Donne Biryani,Koramangala 7th Block,Biryani,200.0,3.1,gen_9989,True,,2026-05-15T17:50:27,low
Ronnie's Kitchen,Koramangala 5th Block,Chinese,200.0,3.1,gen_10070,True,,2026-05-15T17:50:27,low
House Of Wholewheat,Koramangala 1st Block,"Bakery, Desserts",200.0,3.1,gen_10184,True,,2026-05-15T17:50:27,low
Cool Lassi Burger,Koramangala 5th Block,"Beverages, Fast Food, Burger",200.0,3.1,gen_11286,True,,2026-05-15T17:50:27,low
Juice Buzz,JP Nagar,Juices,200.0,3.1,gen_11341,True,,2026-05-15T17:50:27,low
Jayanthi Sagar,Koramangala 5th Block,"South Indian, North Indian, Chinese",200.0,3.1,gen_11402,True,,2026-05-15T17:50:27,low
Kettle & Kegs,Electronic City,"Tea, Beverages",200.0,3.1,gen_13600,True,,2026-05-15T17:50:27,low
Kitchens@HSR,HSR,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",200.0,3.1,gen_15956,True,,2026-05-15T17:50:27,low
Ur Cutlet Factory,HSR,Fast Food,200.0,3.1,gen_16041,True,,2026-05-15T17:50:27,low
Ambur Hot Dum Biryani,Old Airport Road,Biryani,200.0,3.1,gen_17711,True,,2026-05-15T17:50:27,low
Ambur Dum Biriyani,Indiranagar,Biryani,200.0,3.1,gen_18920,True,,2026-05-15T17:50:27,low
Sri Vasavi Super Sandwich,Indiranagar,"Fast Food, Sandwich, Juices",200.0,3.1,gen_18966,True,,2026-05-15T17:50:27,low
RJ Food Plaza,Old Airport Road,"North Indian, Biryani",200.0,3.1,gen_19236,True,,2026-05-15T17:50:27,low
Famous Dum Biriyani,Wilson Garden,Biryani,200.0,3.1,gen_21616,True,,2026-05-15T17:50:27,low
Kolkata Famous Kati Rolls,Banaswadi,"Fast Food, Rolls",200.0,3.1,gen_24394,True,,2026-05-15T17:50:27,low
Havmor,Banaswadi,"Ice Cream, Desserts",200.0,3.1,gen_24562,True,,2026-05-15T17:50:27,low
The Fresh Factor,Koramangala 6th Block,"Juices, Sandwich",200.0,3.1,gen_27923,True,,2026-05-15T17:50:27,low
Venus Biryani,Domlur,"Biryani, Chinese",200.0,3.1,gen_32708,True,,2026-05-15T17:50:27,low
Delhi Delight Food Cafe,Jeevan Bhima Nagar,"Chinese, North Indian",200.0,3.1,gen_41255,True,,2026-05-15T17:50:27,low
Sangam Sweets,Marathahalli,"Mithai, Street Food",200.0,3.1,gen_41355,True,,2026-05-15T17:50:27,low
Sankranthi Veg,Thippasandra,"South Indian, North Indian, Chinese",200.0,3.1,gen_42064,True,,2026-05-15T17:50:27,low
Indira Darshini,Cunningham Road,"South Indian, Chinese",200.0,3.1,gen_43760,True,,2026-05-15T17:50:27,low
Bihar Bhojanalaya,New BEL Road,"North Indian, Bihari",200.0,3.1,gen_44261,True,,2026-05-15T17:50:27,low
Gelato Italiano,Whitefield,"Ice Cream, Bakery, Desserts",200.0,3.1,gen_50978,True,,2026-05-15T17:50:27,low
Tanna's Kitchen,Kumaraswamy Layout,"Italian, Chinese, Street Food",250.0,3.1,gen_281,True,,2026-05-15T17:50:27,low
SLV Upachar,Kumaraswamy Layout,"South Indian, Chinese, Street Food",250.0,3.1,gen_322,True,,2026-05-15T17:50:27,low
Nellore Bhojanam,Bannerghatta Road,Andhra,250.0,3.1,gen_949,True,,2026-05-15T17:50:27,low
Richie Rich,JP Nagar,"Desserts, Ice Cream, Beverages",250.0,3.1,gen_1088,True,,2026-05-15T17:50:27,low
Hotel Khaaja,Bannerghatta Road,"Biryani, Fast Food",250.0,3.1,gen_1138,True,,2026-05-15T17:50:27,low
The Gujarat Express,Bannerghatta Road,"Street Food, Mithai, North Indian",250.0,3.1,gen_1139,True,,2026-05-15T17:50:27,low
Juicy Momos,Bannerghatta Road,"Tibetan, Momos",250.0,3.1,gen_1334,True,,2026-05-15T17:50:27,low
Bhukkad,Bannerghatta Road,"Healthy Food, Fast Food",250.0,3.1,gen_1640,True,,2026-05-15T17:50:27,low
Juice Lounge,BTM,"Beverages, Healthy Food",250.0,3.1,gen_1804,True,,2026-05-15T17:50:27,low
Lalbagh Grand,Basavanagudi,"South Indian, North Indian, Chinese",250.0,3.1,gen_3368,True,,2026-05-15T17:50:27,low
Chicken Shawarma Hub,Bellandur,"Fast Food, Arabian, Beverages",250.0,3.1,gen_4356,True,,2026-05-15T17:50:27,low
Kakatiya's,HSR,"South Indian, Biryani",250.0,3.1,gen_4461,True,,2026-05-15T17:50:27,low
Go Gharelu,Marathahalli,"North Indian, Biryani",250.0,3.1,gen_4465,True,,2026-05-15T17:50:27,low
Shawarma Inc,Brigade Road,"Rolls, Lebanese",250.0,3.1,gen_5198,True,,2026-05-15T17:50:27,low
Baskin Robbins,Frazer Town,"Ice Cream, Desserts",250.0,3.1,gen_5334,True,,2026-05-15T17:50:27,low
Ambur Hot Dum Biryani,Shanti Nagar,"Biryani, Kebab",250.0,3.1,gen_5734,True,,2026-05-15T17:50:27,low
Little Nature,Marathahalli,"Juices, Ice Cream, Fast Food",250.0,3.1,gen_7405,True,,2026-05-15T17:50:27,low
Om Sai Baba Mess,HSR,South Indian,250.0,3.1,gen_9413,True,,2026-05-15T17:50:27,low
Momos Corner,Bommanahalli,"Chinese, Rolls, Momos",250.0,3.1,gen_10175,True,,2026-05-15T17:50:27,low
Baskin Robbins,Vasanth Nagar,"Ice Cream, Desserts",250.0,3.1,gen_12025,True,,2026-05-15T17:50:27,low
FAB Cafe,Electronic City,"Fast Food, Beverages",250.0,3.1,gen_13883,True,,2026-05-15T17:50:27,low
Ambur Hot Dum Biryani,Hennur,"Biryani, Kebab",250.0,3.1,gen_15738,True,,2026-05-15T17:50:27,low
Ambur Chicken Biryani,HSR,Biryani,250.0,3.1,gen_17330,True,,2026-05-15T17:50:27,low
King Burger Cafeteria,Indiranagar,"Fast Food, Juices",250.0,3.1,gen_18943,True,,2026-05-15T17:50:27,low
Donne Biryani Angadi Mane,Thippasandra,"Biryani, South Indian",250.0,3.1,gen_19101,True,,2026-05-15T17:50:27,low
Ande Ka Funda,JP Nagar,"North Indian, Fast Food, Rolls",250.0,3.1,gen_23404,True,,2026-05-15T17:50:27,low
Cream & Fudge,Nagawara,"Ice Cream, Desserts",250.0,3.1,gen_24118,True,,2026-05-15T17:50:27,low
De3 - The Eatery,North Bangalore,Fast Food,250.0,3.1,gen_24366,True,,2026-05-15T17:50:27,low
Donne Biriyani Mane,Domlur,"Biryani, North Indian",250.0,3.1,gen_27275,True,,2026-05-15T17:50:27,low
Sri Lakshmi Dhaba,Bommanahalli,"North Indian, Chinese",250.0,3.1,gen_28065,True,,2026-05-15T17:50:27,low
One Stop MARATHA,Koramangala 6th Block,Maharashtrian,250.0,3.1,gen_28790,True,,2026-05-15T17:50:27,low
Kataria's Home Food,BTM,"North Indian, Chinese",250.0,3.1,gen_29086,True,,2026-05-15T17:50:27,low
Ande Ka Funda,Koramangala 6th Block,"North Indian, Chinese, Rolls",250.0,3.1,gen_33156,True,,2026-05-15T17:50:27,low
Delight food,Marathahalli,"North Indian, South Indian",250.0,3.1,gen_40636,True,,2026-05-15T17:50:27,low
Natural Veg,Sanjay Nagar,"North Indian, Street Food",250.0,3.1,gen_44032,True,,2026-05-15T17:50:27,low
Indian Chicken Biryani Point,Vijay Nagar,Biryani,250.0,3.1,gen_47144,True,,2026-05-15T17:50:27,low
Curries And Pickles,Whitefield,"Andhra, North Indian, Biryani",250.0,3.1,gen_50579,True,,2026-05-15T17:50:27,low
Ande Ka Funda,Whitefield,"North Indian, Chinese, Rolls",250.0,3.1,gen_50742,True,,2026-05-15T17:50:27,low
Tasty Bytes,Kumaraswamy Layout,"North Indian, Chinese, Momos, Rolls",300.0,3.1,gen_50,True,,2026-05-15T17:50:27,low
Paratha Merchant,Kumaraswamy Layout,North Indian,300.0,3.1,gen_215,True,,2026-05-15T17:50:27,low
Akshaya Donne Biriyani,JP Nagar,"Biryani, South Indian, Kebab",300.0,3.1,gen_1085,True,,2026-05-15T17:50:27,low
Nagas,JP Nagar,Andhra,300.0,3.1,gen_1112,True,,2026-05-15T17:50:27,low
Chaat Chatore,Bannerghatta Road,Fast Food,300.0,3.1,gen_1253,True,,2026-05-15T17:50:27,low
Y Not Restaurant,JP Nagar,Fast Food,300.0,3.1,gen_1256,True,,2026-05-15T17:50:27,low
Roofnic,Basavanagudi,Fast Food,300.0,3.1,gen_3019,True,,2026-05-15T17:50:27,low
Roofnic,Basavanagudi,"Fast Food, Beverages",300.0,3.1,gen_3438,True,,2026-05-15T17:50:27,low
Marwari Basa,Bellandur,"Rajasthani, North Indian",300.0,3.1,gen_3889,True,,2026-05-15T17:50:27,low
Night Diaries,Whitefield,North Indian,300.0,3.1,gen_4244,True,,2026-05-15T17:50:27,low
Hotel Masthi Kabab,Bellandur,"North Indian, Chinese",300.0,3.1,gen_4326,True,,2026-05-15T17:50:27,low
Paratha King,Bellandur,North Indian,300.0,3.1,gen_4453,True,,2026-05-15T17:50:27,low
Oh My Chaat,Frazer Town,Street Food,300.0,3.1,gen_5296,True,,2026-05-15T17:50:27,low
The Bong,Frazer Town,"Bengali, North Indian",300.0,3.1,gen_5560,True,,2026-05-15T17:50:27,low
New Arya Bhavan,MG Road,"Street Food, Beverages, North Indian",300.0,3.1,gen_5696,True,,2026-05-15T17:50:27,low
Sangam Kabab Corner,Ulsoor,"Fast Food, North Indian",300.0,3.1,gen_6480,True,,2026-05-15T17:50:27,low
New A1 Chicken Biryani Point,Shivajinagar,Biryani,300.0,3.1,gen_6519,True,,2026-05-15T17:50:27,low
Tanuja Home Food,Whitefield,North Indian,300.0,3.1,gen_6883,True,,2026-05-15T17:50:27,low
Chakh Le India,Marathahalli,"North Indian, Chinese, Rolls",300.0,3.1,gen_6943,True,,2026-05-15T17:50:27,low
Aashirvaad Restaurant,Marathahalli,"North Indian, Oriya, Chinese",300.0,3.1,gen_7621,True,,2026-05-15T17:50:27,low
Oliver Wraps,HSR,"Rolls, Fast Food",300.0,3.1,gen_8843,True,,2026-05-15T17:50:27,low
C Kosila Kitchen,Ejipura,North Indian,300.0,3.1,gen_8870,True,,2026-05-15T17:50:27,low
Cakes & Candles,Koramangala 5th Block,"Bakery, Desserts",300.0,3.1,gen_8941,True,,2026-05-15T17:50:27,low
Chettinad Food House,BTM,"South Indian, Chettinad, North Indian",300.0,3.1,gen_9555,True,,2026-05-15T17:50:27,low
Eat & Joy Restaurant,JP Nagar,"Fast Food, Finger Food",300.0,3.1,gen_9921,True,,2026-05-15T17:50:27,low
Naati Biriyani,BTM,"Kebab, Biryani",300.0,3.1,gen_9961,True,,2026-05-15T17:50:27,low
Ham Khim Chinese Fast Food,Electronic City,Chinese,300.0,3.1,gen_13851,True,,2026-05-15T17:50:27,low
Magic Packs,Electronic City,"North Indian, South Indian",300.0,3.1,gen_13951,True,,2026-05-15T17:50:27,low
Adarsh Bakery,Electronic City,"Bakery, Fast Food",300.0,3.1,gen_13968,True,,2026-05-15T17:50:27,low
New Hotel Prashanth,Electronic City,"Fast Food, Andhra",300.0,3.1,gen_14371,True,,2026-05-15T17:50:27,low
Enroute,HSR,"Continental, Fast Food",300.0,3.1,gen_16134,True,,2026-05-15T17:50:27,low
Pepperwood 2,Sarjapur Road,"Biryani, Rolls",300.0,3.1,gen_16265,True,,2026-05-15T17:50:27,low
What's Cooking,HSR,North Indian,300.0,3.1,gen_16521,True,,2026-05-15T17:50:27,low
Igloo Shakez & Bytez,HSR,"Beverages, Fast Food, Desserts",300.0,3.1,gen_16939,True,,2026-05-15T17:50:27,low
BR Military Hotel,Indiranagar,South Indian,300.0,3.1,gen_18941,True,,2026-05-15T17:50:27,low
North Rasoe,Kumaraswamy Layout,"North Indian, Chinese",300.0,3.1,gen_19934,True,,2026-05-15T17:50:27,low
Kolkata Restaurant,Jayanagar,"Bengali, North Indian, Chinese",300.0,3.1,gen_21161,True,,2026-05-15T17:50:27,low
Sri Krishna Sagar,JP Nagar,"South Indian, North Indian, Chinese, Street Food",300.0,3.1,gen_21716,True,,2026-05-15T17:50:27,low
Donne Biriyani Mane,Kumaraswamy Layout,"Biryani, Kebab",300.0,3.1,gen_22450,True,,2026-05-15T17:50:27,low
Rolls On Wheels,JP Nagar,"Fast Food, Rolls, Momos",300.0,3.1,gen_22572,True,,2026-05-15T17:50:27,low
Farha Real Taste Of Kerala,Nagawara,Kerala,300.0,3.1,gen_24451,True,,2026-05-15T17:50:27,low
Shanghai Xpress,Kammanahalli,Chinese,300.0,3.1,gen_24545,True,,2026-05-15T17:50:27,low
Andal Mess,Domlur,"Biryani, South Indian, North Indian",300.0,3.1,gen_26986,True,,2026-05-15T17:50:27,low
Homely Curries & Pickles,Koramangala 1st Block,"Biryani, Andhra",300.0,3.1,gen_27634,True,,2026-05-15T17:50:27,low
Pappu Chaiwalla,BTM,"North Indian, Momos, Rolls, Fast Food",300.0,3.1,gen_29632,True,,2026-05-15T17:50:27,low
Royal India Kabab Corner,Wilson Garden,Fast Food,300.0,3.1,gen_37467,True,,2026-05-15T17:50:27,low
New Udupi Upahar,Richmond Road,"South Indian, North Indian, Chinese",300.0,3.1,gen_38298,True,,2026-05-15T17:50:27,low
New Chickpete Donne Biryani,Yeshwantpur,Biryani,300.0,3.1,gen_39780,True,,2026-05-15T17:50:27,low
Indiana Burgers,Brookefield,Burger,300.0,3.1,gen_40740,True,,2026-05-15T17:50:27,low
New Ambur Hot Dum Biryani,Brookefield,Biryani,300.0,3.1,gen_41062,True,,2026-05-15T17:50:27,low
Chai Darbaar,Marathahalli,"North Indian, Chinese, Fast Food",300.0,3.1,gen_41369,True,,2026-05-15T17:50:27,low
Lassi House,Marathahalli,"Beverages, Burger",300.0,3.1,gen_41481,True,,2026-05-15T17:50:27,low
BR Military Hotel,Indiranagar,North Indian,300.0,3.1,gen_43812,True,,2026-05-15T17:50:27,low
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,New BEL Road,"Cafe, Beverages, Fast Food",300.0,3.1,gen_43985,True,,2026-05-15T17:50:27,low
Just@99,New BEL Road,"Chinese, South Indian, North Indian",300.0,3.1,gen_44207,True,,2026-05-15T17:50:27,low
Patville,New BEL Road,Desserts,300.0,3.1,gen_44312,True,,2026-05-15T17:50:27,low
Dhanya Nati Style Restaurant,Rajajinagar,South Indian,300.0,3.1,gen_46500,True,,2026-05-15T17:50:27,low
Pavana Veg Restaurant,Majestic,"North Indian, South Indian, Chinese, Street Food",300.0,3.1,gen_47130,True,,2026-05-15T17:50:27,low
Rolls On Wheels,Whitefield,"Fast Food, Rolls, Momos",300.0,3.1,gen_50538,True,,2026-05-15T17:50:27,low
New Taj Darbar,Whitefield,"South Indian, Chinese, North Indian",300.0,3.1,gen_50774,True,,2026-05-15T17:50:27,low
Masale Daan,Banashankari,North Indian,350.0,3.1,gen_436,True,,2026-05-15T17:50:27,low
Night Hunger,JP Nagar,North Indian,350.0,3.1,gen_1771,True,,2026-05-15T17:50:27,low
Karavali Naati Mane,Sarjapur Road,South Indian,350.0,3.1,gen_4105,True,,2026-05-15T17:50:27,low
Kaati Zone,Church Street,"Fast Food, Biryani, Rolls",350.0,3.1,gen_5187,True,,2026-05-15T17:50:27,low
Al Swaad Take Away,Richmond Road,"North Indian, South Indian, Arabian",350.0,3.1,gen_5357,True,,2026-05-15T17:50:27,low
Shaahi Mezbaan Restaurant,BTM,North Indian,350.0,3.1,gen_9574,True,,2026-05-15T17:50:27,low
VMS Star Biriyani,Electronic City,"Biryani, South Indian",350.0,3.1,gen_13804,True,,2026-05-15T17:50:27,low
Vasu Biriyani Paradise,Electronic City,"North Indian, Biryani, Chinese",350.0,3.1,gen_13823,True,,2026-05-15T17:50:27,low
Narayana Veg Treat,Electronic City,"North Indian, South Indian, Chinese",350.0,3.1,gen_14212,True,,2026-05-15T17:50:27,low
Pizza Joint Food Junction,Indiranagar,"Fast Food, Pizza",350.0,3.1,gen_17875,True,,2026-05-15T17:50:27,low
Hotel Coorg Style,JP Nagar,South Indian,350.0,3.1,gen_23389,True,,2026-05-15T17:50:27,low
Khan Saheb Grills and Rolls,Kalyan Nagar,"Fast Food, Rolls",350.0,3.1,gen_24312,True,,2026-05-15T17:50:27,low
Wood Fire Pizza,HBR Layout,Pizza,350.0,3.1,gen_26346,True,,2026-05-15T17:50:27,low
New Shanthi Sagar,Majestic,"South Indian, Chinese, North Indian, Beverages",350.0,3.1,gen_39268,True,,2026-05-15T17:50:27,low
Ragoo's Kitchen,Rajajinagar,"Mangalorean, Chinese, North Indian, Biryani",350.0,3.1,gen_39690,True,,2026-05-15T17:50:27,low
Home Food Punjabi Dhabha,Marathahalli,"North Indian, Chinese",350.0,3.1,gen_40806,True,,2026-05-15T17:50:27,low
New Tandoor Fusion,Kaggadasapura,"North Indian, Chinese",350.0,3.1,gen_41280,True,,2026-05-15T17:50:27,low
Biriyani Adda,Rajajinagar,"Biryani, Fast Food",350.0,3.1,gen_46501,True,,2026-05-15T17:50:27,low
360 Atoms Restaurant And Cafe,Banashankari,"Cafe, Chinese, Continental, Italian",400.0,3.1,gen_20,True,,2026-05-15T17:50:27,low
Shanthi Sagar,Uttarahalli,"South Indian, North Indian, Chinese",400.0,3.1,gen_287,True,,2026-05-15T17:50:27,low
Shaadi Ki Biryani,BTM,"Biryani, North Indian, Mughlai",400.0,3.1,gen_984,True,,2026-05-15T17:50:27,low
Chef Delicacies,JP Nagar,"Kebab, Rolls, Charcoal Chicken",400.0,3.1,gen_1078,True,,2026-05-15T17:50:27,low
Taste Of Kolkata,BTM,"Bengali, Chinese, Rolls",400.0,3.1,gen_1255,True,,2026-05-15T17:50:27,low
Hotel Smile,Jayanagar,"North Indian, Chinese",400.0,3.1,gen_1394,True,,2026-05-15T17:50:27,low
Slice of Spice,Bannerghatta Road,"North Indian, Chinese",400.0,3.1,gen_1552,True,,2026-05-15T17:50:27,low
Shanmukha,JP Nagar,"Biryani, Seafood, Chinese, Charcoal Chicken",400.0,3.1,gen_1725,True,,2026-05-15T17:50:27,low
Kickin Burger,Jayanagar,Fast Food,400.0,3.1,gen_3057,True,,2026-05-15T17:50:27,low
Kabab Magic,HSR,"North Indian, Kebab, Chinese, Fast Food",400.0,3.1,gen_3969,True,,2026-05-15T17:50:27,low
Karavali Kitchen,Sarjapur Road,Mangalorean,400.0,3.1,gen_3979,True,,2026-05-15T17:50:27,low
Apna Veg Dhaba,Bellandur,"North Indian, Chinese",400.0,3.1,gen_4065,True,,2026-05-15T17:50:27,low
Taste Of India,Bellandur,"North Indian, Rolls",400.0,3.1,gen_4334,True,,2026-05-15T17:50:27,low
